,EDIS status,Last average demand +A,Last average demand -A,Last average demand +Ri,Last average demand +Rc,Last average demand -Ri,Last average demand -Rc,Last average demand +VA,Last average demand -VA,Voltage L1,Voltage L2,Voltage L3,Current L1,Current L2,Current L3,Relative THD [%] voltage,Relative THD [%] current,Energy +A,Energy -A,Unnamed: 20,Unnamed: 21,Unnamed: 22,Clock.1,GHI,Eq
2021-07-29 00:45:00,80800000.0,158.0,0.0,0.0,0.0,0.0,228.0,277.0,0.0,65.25,65.44,64.82,0.0,0.0,0.0,0.639,0.329,2578874.5,68158578.0,,,,,0.0,0.0
2021-07-29 01:00:00,80800000.0,159.0,0.0,0.0,0.0,0.0,226.0,276.0,0.0,65.41,65.6,64.98,0.0,0.0,0.0,0.658,0.33,2578914.0,68158578.0,,,,,0.0,0.0
2021-07-29 01:15:00,80800000.0,158.0,0.0,0.0,0.0,0.0,224.0,274.0,0.0,65.51,65.71,65.09,0.0,0.0,0.0,0.659,0.336,2578953.7,68158578.0,,,,,0.0,0.0
2021-07-29 01:30:00,80800000.0,157.0,0.0,0.0,0.0,0.0,241.0,288.0,0.0,65.3,65.47,64.86,0.0,0.0,0.0,0.601,0.316,2578993.0,68158578.0,,,,,0.0,0.0
2021-07-29 01:45:00,80800000.0,157.0,0.0,0.0,0.0,0.0,242.0,289.0,0.0,65.26,65.42,64.82,0.0,0.0,0.0,0.598,0.315,2579032.2,68158578.0,,,,,0.0,0.0
2021-07-29 02:00:00,80800000.0,157.0,0.0,0.0,0.0,0.0,252.0,296.0,0.0,65.14,65.3,64.69,0.0,0.0,0.0,0.592,0.311,2579071.3,68158578.0,,,,,0.0,0.0
2021-07-29 02:15:00,80800000.0,156.0,0.0,0.0,0.0,0.0,258.0,302.0,0.0,64.98,65.13,64.52,0.0,0.0,0.0,0.601,0.322,2579110.3,68158578.0,,,,,0.0,0.0
2021-07-29 02:30:00,80800000.0,156.0,0.0,0.0,0.0,0.0,242.0,288.0,0.0,65.27,65.42,64.82,0.0,0.0,0.0,0.619,0.328,2579149.5,68158578.0,,,,,0.0,0.0
2021-07-29 02:45:00,80800000.0,160.0,0.0,0.0,0.0,0.0,230.0,280.0,0.0,65.33,65.49,64.88,0.0,0.0,0.0,0.596,0.318,2579189.4,68158578.0,,,,,0.0,0.0
2021-07-29 03:00:00,80800000.0,159.0,0.0,0.0,0.0,0.0,243.0,290.0,0.0,65.11,65.26,64.65,0.0,0.0,0.0,0.599,0.322,2579229.1,68158578.0,,,,,0.0,0.0
2021-07-29 03:15:00,80800000.0,160.0,0.0,5.0,0.0,0.0,217.0,278.0,0.0,68.3,68.93,68.23,0.0,0.0,0.0,0.54,0.36,2579269.1,68158578.0,,,,,0.0,0.0
2021-07-29 03:30:00,80800000.0,161.0,0.0,0.0,0.0,0.0,252.0,299.0,0.0,68.27,68.94,68.28,0.0,0.0,0.0,0.727,0.324,2579309.4,68158578.0,,,,,0.0,0.0
2021-07-29 03:45:00,80800000.0,159.0,0.0,0.0,0.0,0.0,266.0,310.0,0.0,67.85,68.45,67.87,0.0,0.0,0.0,0.767,0.319,2579349.2,68158578.0,,,,,0.0,0.0
2021-07-29 04:00:00,80800000.0,161.0,0.0,0.0,0.0,0.0,254.0,301.0,0.0,67.59,68.18,67.62,0.0,0.0,0.0,0.74,0.341,2579389.4,68158578.0,,,,,0.0,0.0
2021-07-29 04:15:00,80800000.0,162.0,0.0,0.0,0.0,0.0,246.0,295.0,0.0,67.33,67.89,67.35,0.0,0.0,0.0,0.745,0.321,2579430.0,68158578.0,,,,,0.0,0.0
2021-07-29 04:30:00,80800000.0,160.0,0.0,0.0,0.0,0.0,260.0,305.0,0.0,67.06,67.62,67.1,0.0,0.0,0.0,0.758,0.317,2579470.0,68158578.0,,,,,0.0,0.0
2021-07-29 04:45:00,80800000.0,163.0,0.0,0.0,0.0,0.0,249.0,297.0,0.0,66.65,67.22,66.71,0.0,0.0,0.0,0.757,0.323,2579510.5,68158578.0,,,,,0.0,0.0
2021-07-29 05:00:00,80800000.0,162.0,0.0,0.0,0.0,0.0,249.0,298.0,0.0,66.46,67.01,66.53,0.0,0.0,0.0,0.768,0.333,2579551.1,68158578.0,,,,,0.0,0.0
2021-07-29 05:15:00,80800000.0,164.0,0.0,0.0,0.0,0.0,238.0,289.0,0.0,66.75,67.27,66.8,0.0,0.0,0.0,0.671,0.348,2579592.2,68158578.0,,,,,0.0,0.0
2021-07-29 05:30:00,80800000.0,163.0,0.0,0.0,0.0,0.0,256.0,303.0,0.0,66.33,66.86,66.41,0.0,0.0,0.0,0.645,0.316,2579632.8,68158578.0,,,,,0.0,0.0
2021-07-29 05:45:00,80800000.0,165.0,0.0,0.0,0.0,0.0,242.0,294.0,0.0,65.82,66.36,65.94,0.0,0.0,0.0,0.567,0.323,2579674.1,68158578.0,,,,,0.0,0.0
2021-07-29 06:00:00,80800000.0,165.0,0.0,0.0,0.0,0.0,245.0,295.0,0.0,66.5,67.04,66.64,0.0,0.0,0.0,0.567,0.315,2579715.4,68158578.0,,,,,0.0,0.0
2021-07-29 06:15:00,80800000.0,172.0,0.0,0.0,0.0,0.0,207.0,270.0,0.0,66.29,66.84,66.43,0.0,0.0,0.0,0.566,0.32,2579758.4,68158578.0,,,,,0.0,0.0
2021-07-29 06:30:00,80800000.0,174.0,0.0,0.0,0.0,0.0,197.0,263.0,0.0,65.97,66.51,66.11,0.0,0.0,0.0,0.562,0.307,2579801.9,68158578.0,,,,,0.0,0.0
2021-07-29 06:45:00,80800000.0,185.0,0.0,0.0,0.0,0.0,148.0,239.0,0.0,65.9,66.46,66.04,0.0,0.0,0.0,0.577,0.385,2579848.3,68158578.0,,,,,0.0,0.0
2021-07-29 07:00:00,80800000.0,193.0,0.0,0.0,0.0,0.0,146.0,248.0,0.0,66.65,67.21,66.79,0.0,0.0,0.0,0.617,0.49,2579896.5,68158578.0,,,,,0.0,0.0
2021-07-29 07:15:00,80800000.0,67.0,114.0,131.0,129.0,0.0,3.0,167.0,180.0,66.95,67.39,66.88,0.01,0.01,0.02,0.596,1.107,2579913.3,68158606.6,,,,,37.958397,688.2934919278737
2021-07-29 07:30:00,80800000.0,0.0,2333.0,0.0,278.0,0.0,0.0,0.0,2352.0,66.79,67.2,66.7,0.03,0.01,0.04,0.826,1.489,2579913.3,68159189.6,,,,,97.97778,1767.5179487018177
2021-07-29 07:45:00,80800000.0,0.0,5091.0,0.0,309.0,0.0,0.0,0.0,5101.0,66.69,67.07,66.57,0.07,0.04,0.07,0.61,1.39,2579913.3,68160462.4,,,,,60.853233,1101.85512734062
2021-07-29 08:00:00,80800000.0,0.0,12315.0,0.0,659.0,0.0,0.0,0.0,12333.0,66.97,67.23,66.72,0.16,0.12,0.17,0.63,1.618,2579913.3,68163541.1,,,,,113.01829,2035.4636222590543
2021-07-29 08:15:00,80800000.0,0.0,17672.0,0.0,1071.0,0.0,0.0,0.0,17705.0,67.03,67.3,66.77,0.23,0.19,0.23,0.571,1.608,2579913.3,68167959.1,,,,,159.12825,2850.661121940094
2021-07-29 08:30:00,80800000.0,0.0,22155.0,0.0,1494.0,0.0,0.0,0.0,22205.0,66.77,67.03,66.52,0.28,0.25,0.29,0.566,1.602,2579913.3,68173497.9,,,,,207.3836,3693.697033071504
2021-07-29 08:45:00,80800000.0,0.0,26351.0,0.0,1999.0,0.0,0.0,0.0,26426.0,66.58,66.83,66.34,0.34,0.3,0.34,0.597,1.511,2579913.3,68180085.6,,,,,279.05377000000004,4926.750399507511
2021-07-29 09:00:00,80800000.0,0.0,30299.0,0.0,2588.0,0.0,0.0,0.0,30410.0,66.7,66.97,66.48,0.38,0.35,0.39,0.577,1.37,2579913.3,68187660.6,,,,,324.68445,5699.944754693885
2021-07-29 09:15:00,80800000.0,0.0,33947.0,0.0,3207.0,0.0,0.0,0.0,34098.0,66.38,66.65,66.19,0.43,0.4,0.44,0.571,1.278,2579913.3,68196147.1,,,,,367.48685,6416.827102935803
2021-07-29 09:30:00,80800000.0,0.0,37277.0,0.0,3819.0,0.0,0.0,0.0,37471.0,66.02,66.31,65.87,0.47,0.45,0.48,0.61,1.336,2579913.3,68205466.4,,,,,550.2829,9387.02934485818
2021-07-29 09:45:00,80800000.0,0.0,40353.0,0.0,4413.0,0.0,0.0,0.0,40594.0,66.03,66.32,65.9,0.51,0.49,0.52,0.631,1.448,2579913.3,68215554.7,,,,,454.69766,7852.364053136999
2021-07-29 10:00:00,80800000.0,0.0,43102.0,0.0,4970.0,0.0,0.0,0.0,43388.0,66.32,66.64,66.2,0.54,0.53,0.55,0.659,1.519,2579913.3,68226330.3,,,,,369.4272,6449.1329572827535
2021-07-29 10:15:00,80800000.0,0.0,45714.0,0.0,5565.0,0.0,0.0,0.0,46050.0,66.53,66.83,66.38,0.57,0.56,0.58,0.625,1.519,2579913.3,68237758.8,,,,,464.97876,8019.375351791479
2021-07-29 10:30:00,80800000.0,0.0,47926.0,0.0,6080.0,0.0,0.0,0.0,48309.0,66.7,66.99,66.56,0.6,0.59,0.61,0.624,1.457,2579913.3,68249740.3,,,,,708.5717,11839.378444695389
2021-07-29 10:45:00,80800000.0,0.0,50084.0,0.0,6615.0,0.0,0.0,0.0,50517.0,66.78,67.05,66.6,0.62,0.61,0.64,0.615,1.487,2579913.3,68262261.1,,,,,741.0465,12328.778424250457
2021-07-29 11:00:00,80800000.0,0.0,51944.0,0.0,7115.0,0.0,0.0,0.0,52428.0,66.75,67.01,66.57,0.65,0.64,0.66,0.613,1.521,2579913.3,68275247.1,,,,,781.4985,12931.858695657016
2021-07-29 11:15:00,80800000.0,0.0,53348.0,0.0,7534.0,0.0,0.0,0.0,53877.0,66.63,66.88,66.45,0.67,0.66,0.68,0.617,1.465,2579913.3,68288584.2,,,,,808.5716,13331.42799736434
2021-07-29 11:30:00,80800000.0,0.0,54421.0,0.0,7901.0,0.0,0.0,0.0,54990.0,66.4,66.67,66.23,0.68,0.67,0.7,0.653,1.397,2579913.3,68302189.4,,,,,830.58997,13653.999715170645
2021-07-29 11:45:00,80800000.0,0.0,55214.0,0.0,8084.0,0.0,0.0,0.0,55802.0,66.75,66.99,66.56,0.69,0.68,0.71,0.737,1.515,2579913.3,68315993.0,,,,,848.0386,13908.098165428648
2021-07-29 12:00:00,80800000.0,0.0,55858.0,0.0,8284.0,0.0,0.0,0.0,56468.0,66.85,67.02,66.56,0.69,0.69,0.72,0.755,1.541,2579913.3,68329957.5,,,,,861.1560699999999,14098.234904169374
2021-07-29 12:15:00,80800000.0,0.0,56216.0,0.0,8372.0,0.0,0.0,0.0,56835.0,67.05,67.18,66.69,0.69,0.7,0.72,0.727,1.481,2579913.3,68344011.6,,,,,868.6152,14206.014311672976
2021-07-29 12:30:00,80800000.0,0.0,56408.0,0.0,8483.0,0.0,0.0,0.0,57041.0,66.9,67.01,66.51,0.7,0.7,0.72,0.728,1.509,2579913.3,68358113.5,,,,,869.85785,14223.945805503125
2021-07-29 12:45:00,80800000.0,0.0,56539.0,0.0,8489.0,0.0,0.0,0.0,57172.0,67.07,67.17,66.67,0.7,0.7,0.72,0.724,1.521,2579913.3,68372248.2,,,,,867.39185,14188.35463249973
2021-07-29 13:00:00,80800000.0,0.0,56434.0,0.0,8452.0,0.0,0.0,0.0,57063.0,67.12,67.21,66.71,0.7,0.7,0.72,0.746,1.527,2579913.3,68386356.8,,,,,856.7949,14035.104697774124
2021-07-29 13:15:00,80800000.0,0.0,56069.0,0.0,8367.0,0.0,0.0,0.0,56688.0,67.07,67.16,66.67,0.69,0.69,0.72,0.72,1.505,2579913.3,68400374.0,,,,,842.9056400000001,13833.488705136517
2021-07-29 13:30:00,80800000.0,0.0,55554.0,0.0,8238.0,0.0,0.0,0.0,56161.0,67.01,67.11,66.62,0.69,0.69,0.71,0.726,1.53,2579913.3,68414262.5,,,,,826.7066,13597.26394819643
2021-07-29 13:45:00,80800000.0,0.0,54974.0,0.0,8090.0,0.0,0.0,0.0,55565.0,66.89,66.99,66.5,0.68,0.68,0.71,0.72,1.547,2579913.3,68428006.1,,,,,796.86237,13159.01124454901
2021-07-29 14:00:00,80800000.0,0.0,53987.0,0.0,7795.0,0.0,0.0,0.0,54545.0,66.9,67.0,66.49,0.67,0.67,0.69,0.719,1.558,2579913.3,68441502.7,,,,,773.5492,12813.91879255746
2021-07-29 14:15:00,80800000.0,0.0,52784.0,0.0,7430.0,0.0,0.0,0.0,53303.0,66.91,67.01,66.52,0.65,0.65,0.68,0.719,1.543,2579913.3,68454698.6,,,,,770.6309,12770.55111262886
2021-07-29 14:30:00,80800000.0,0.0,51284.0,0.0,6991.0,0.0,0.0,0.0,51758.0,67.05,67.16,66.67,0.63,0.63,0.66,0.738,1.592,2579913.3,68467519.9,,,,,720.1317,12014.125106845726
2021-07-29 14:45:00,80800000.0,0.0,49408.0,0.0,6514.0,0.0,0.0,0.0,49835.0,66.92,67.03,66.55,0.61,0.61,0.63,0.734,1.584,2579913.3,68479871.8,,,,,685.5032,11488.893417942108
2021-07-29 15:00:00,80800000.0,0.0,47369.0,0.0,6016.0,0.0,0.0,0.0,47748.0,66.84,66.94,66.44,0.59,0.58,0.61,0.732,1.599,2579913.3,68491713.9,,,,,648.9187,10928.220550821325
2021-07-29 15:15:00,80800000.0,0.0,44940.0,0.0,5420.0,0.0,0.0,0.0,45265.0,66.7,66.78,66.28,0.56,0.55,0.58,0.747,1.515,2579913.3,68502949.1,,,,,618.6271,10459.499888448629
2021-07-29 15:30:00,80800000.0,0.0,42314.0,0.0,4871.0,0.0,0.0,0.0,42593.0,66.21,66.25,65.74,0.53,0.52,0.55,0.76,1.529,2579913.3,68513527.6,,,,,574.54175,9770.073883330371
2021-07-29 15:45:00,80800000.0,0.0,39381.0,0.0,4238.0,0.0,0.0,0.0,39608.0,66.23,66.27,65.75,0.49,0.48,0.52,0.79,1.68,2579913.3,68523372.8,,,,,523.96204,8968.47573419611
2021-07-29 16:00:00,80800000.0,0.0,36135.0,0.0,3562.0,0.0,0.0,0.0,36310.0,66.48,66.51,66.0,0.45,0.44,0.47,0.789,1.682,2579913.3,68532406.5,,,,,473.844,8163.010579879425
2021-07-29 16:15:00,80800000.0,0.0,32112.0,0.0,2855.0,0.0,0.0,0.0,32239.0,66.72,66.75,66.24,0.39,0.38,0.42,0.801,1.654,2579913.3,68540434.4,,,,,418.98035,7268.513562226552
2021-07-29 16:30:00,80800000.0,0.0,28629.0,0.0,2313.0,0.0,0.0,0.0,28722.0,66.78,66.81,66.3,0.35,0.34,0.38,0.813,1.764,2579913.3,68547591.7,,,,,344.60294,6034.562621805277
2021-07-29 16:45:00,80800000.0,0.0,23399.0,0.0,1654.0,0.0,0.0,0.0,23458.0,66.69,66.74,66.22,0.29,0.27,0.31,0.843,1.72,2579913.3,68553441.5,,,,,287.40137000000004,5068.886949814024
2021-07-29 17:00:00,80800000.0,0.0,16962.0,0.0,1069.0,0.0,0.0,0.0,16995.0,66.7,66.8,66.26,0.21,0.19,0.23,0.825,1.686,2579913.3,68557682.0,,,,,226.1193,4018.2341600132017
2021-07-29 17:15:00,80800000.0,0.0,13191.0,0.0,759.0,0.0,0.0,0.0,13214.0,66.75,66.86,66.31,0.16,0.14,0.18,0.812,1.453,2579913.3,68560979.9,,,,,166.86248999999998,2986.475184724096
2021-07-29 17:30:00,80800000.0,0.0,6998.0,0.0,438.0,0.0,0.0,0.0,7012.0,66.72,66.87,66.34,0.09,0.07,0.1,0.826,1.318,2579913.3,68562729.2,,,,,111.606316,2010.352043257261
2021-07-29 17:45:00,80800000.0,0.0,3290.0,0.0,368.0,0.0,0.0,0.0,3312.0,66.77,66.97,66.44,0.04,0.03,0.05,0.82,1.173,2579913.3,68563551.6,,,,,56.58315699999999,1024.898703350612
2021-07-29 18:00:00,80800000.0,0.0,794.0,0.0,358.0,0.0,0.0,0.0,889.0,66.81,66.99,66.47,0.01,0.01,0.02,0.813,1.097,2579913.3,68563750.3,,,,,11.624401,209.7356705183829
2021-07-29 18:15:00,80800000.0,134.0,4.0,32.0,7.0,0.0,99.0,191.0,8.0,66.63,66.95,66.39,0.0,0.0,0.0,0.844,0.357,2579946.7,68563751.2,,,,,0.0,0.0
2021-07-29 18:30:00,80800000.0,155.0,0.0,0.0,0.0,0.0,225.0,274.0,0.0,66.13,66.43,65.86,0.0,0.0,0.0,0.777,0.299,2579985.5,68563751.2,,,,,0.0,0.0
2021-07-29 18:45:00,80800000.0,153.0,0.0,1.0,0.0,0.0,250.0,293.0,0.0,65.17,65.39,64.78,0.0,0.0,0.0,0.693,0.316,2580023.7,68563751.2,,,,,0.0,0.0
2021-07-29 19:00:00,80800000.0,166.0,0.0,0.0,0.0,0.0,228.0,282.0,0.0,65.49,65.69,65.08,0.0,0.0,0.0,0.661,0.327,2580065.2,68563751.2,,,,,0.0,0.0
2021-07-29 19:15:00,80800000.0,167.0,0.0,0.0,0.0,0.0,224.0,280.0,0.0,65.52,65.71,65.11,0.0,0.0,0.0,0.698,0.324,2580106.9,68563751.2,,,,,0.0,0.0
2021-07-29 19:30:00,80800000.0,164.0,0.0,0.0,0.0,0.0,218.0,273.0,0.0,65.56,65.74,65.15,0.0,0.0,0.0,0.676,0.336,2580148.1,68563751.2,,,,,0.0,0.0
2021-07-29 19:45:00,80800000.0,170.0,0.0,0.0,0.0,0.0,208.0,269.0,0.0,65.64,65.83,65.23,0.0,0.0,0.0,0.685,0.344,2580190.3,68563751.2,,,,,0.0,0.0
2021-07-29 20:00:00,80800000.0,173.0,0.0,0.0,0.0,0.0,200.0,264.0,0.0,65.76,65.95,65.35,0.0,0.0,0.0,0.686,0.338,2580233.6,68563751.2,,,,,0.0,0.0
2021-07-29 20:15:00,80800000.0,172.0,0.0,0.0,0.0,0.0,200.0,264.0,0.0,65.76,65.96,65.36,0.0,0.0,0.0,0.707,0.346,2580276.7,68563751.2,,,,,0.0,0.0
2021-07-29 20:30:00,80800000.0,173.0,0.0,0.0,0.0,0.0,197.0,262.0,0.0,65.82,66.02,65.41,0.0,0.0,0.0,0.72,0.336,2580320.0,68563751.2,,,,,0.0,0.0
2021-07-29 20:45:00,80800000.0,172.0,0.0,0.0,0.0,0.0,202.0,266.0,0.0,65.75,65.94,65.34,0.0,0.0,0.0,0.703,0.326,2580363.1,68563751.2,,,,,0.0,0.0
2021-07-29 21:00:00,80800000.0,164.0,0.0,0.0,0.0,0.0,206.0,263.0,0.0,65.58,65.77,65.15,0.0,0.0,0.0,0.704,0.338,2580404.0,68563751.2,,,,,0.0,0.0
2021-07-29 21:15:00,80800000.0,164.0,0.0,0.0,0.0,0.0,207.0,264.0,0.0,65.61,65.82,65.19,0.0,0.0,0.0,0.679,0.328,2580444.9,68563751.2,,,,,0.0,0.0
2021-07-29 21:30:00,80800000.0,159.0,0.0,0.0,0.0,0.0,211.0,264.0,0.0,65.6,65.81,65.19,0.0,0.0,0.0,0.65,0.314,2580484.8,68563751.2,,,,,0.0,0.0
2021-07-29 21:45:00,80800000.0,157.0,0.0,0.0,0.0,0.0,251.0,296.0,0.0,65.13,65.32,64.71,0.0,0.0,0.0,0.626,0.316,2580523.9,68563751.2,,,,,0.0,0.0
2021-07-29 22:00:00,80800000.0,157.0,0.0,0.0,0.0,0.0,243.0,290.0,0.0,65.15,65.34,64.72,0.0,0.0,0.0,0.629,0.315,2580563.1,68563751.2,,,,,0.0,0.0
2021-07-29 22:15:00,80800000.0,157.0,0.0,0.0,0.0,0.0,239.0,286.0,0.0,65.1,65.28,64.66,0.0,0.0,0.0,0.619,0.307,2580602.5,68563751.2,,,,,0.0,0.0
2021-07-29 22:30:00,80800000.0,157.0,0.0,0.0,0.0,0.0,243.0,289.0,0.0,65.16,65.35,64.75,0.0,0.0,0.0,0.668,0.322,2580641.8,68563751.2,,,,,0.0,0.0
2021-07-29 22:45:00,80800000.0,159.0,0.0,0.0,0.0,0.0,204.0,259.0,0.0,65.74,65.95,65.36,0.0,0.0,0.0,0.675,0.329,2580681.4,68563751.2,,,,,0.0,0.0
2021-07-29 23:00:00,80800000.0,159.0,0.0,0.0,0.0,0.0,204.0,259.0,0.0,65.65,65.85,65.25,0.0,0.0,0.0,0.673,0.34,2580721.2,68563751.2,,,,,0.0,0.0
2021-07-29 23:15:00,80800000.0,160.0,0.0,0.0,0.0,0.0,200.0,256.0,0.0,65.78,65.98,65.38,0.0,0.0,0.0,0.664,0.332,2580761.2,68563751.2,,,,,0.0,0.0
2021-07-29 23:30:00,80800000.0,159.0,0.0,0.0,0.0,0.0,211.0,264.0,0.0,65.63,65.81,65.21,0.0,0.0,0.0,0.638,0.332,2580801.0,68563751.2,,,,,0.0,0.0
2021-07-29 23:45:00,80800000.0,162.0,0.0,0.0,0.0,0.0,205.0,261.0,0.0,65.69,65.86,65.26,0.0,0.0,0.0,0.644,0.332,2580841.4,68563751.2,,,,,0.0,0.0
2021-07-30 00:00:00,80800000.0,162.0,0.0,0.0,0.0,0.0,203.0,260.0,0.0,65.76,65.94,65.34,0.0,0.0,0.0,0.658,0.332,2580881.9,68563751.2,,,,,0.0,0.0
2021-07-30 00:15:00,80800000.0,161.0,0.0,0.0,0.0,0.0,215.0,268.0,0.0,65.57,65.74,65.14,0.0,0.0,0.0,0.626,0.33,2580922.1,68563751.2,,,,,0.0,0.0
2021-07-30 00:30:00,80800000.0,160.0,0.0,0.0,0.0,0.0,224.0,276.0,0.0,65.39,65.56,64.96,0.0,0.0,0.0,0.638,0.326,2580962.3,68563751.2,,,,,0.0,0.0
2021-07-30 00:45:00,80800000.0,162.0,0.0,0.0,0.0,0.0,207.0,262.0,0.0,65.67,65.85,65.24,0.0,0.0,0.0,0.658,0.346,2581002.6,68563751.2,,,,,0.0,0.0
2021-07-30 01:00:00,80800000.0,162.0,0.0,0.0,0.0,0.0,204.0,261.0,0.0,65.84,66.03,65.42,0.0,0.0,0.0,0.575,0.318,2581043.2,68563751.2,,,,,0.0,0.0
2021-07-30 01:15:00,80800000.0,159.0,0.0,0.0,0.0,0.0,254.0,301.0,0.0,64.95,65.13,64.51,0.0,0.0,0.0,0.57,0.316,2581083.0,68563751.2,,,,,0.0,0.0
2021-07-30 01:30:00,80800000.0,159.0,0.0,0.0,0.0,0.0,242.0,289.0,0.0,65.02,65.19,64.57,0.0,0.0,0.0,0.576,0.313,2581122.7,68563751.2,,,,,0.0,0.0
2021-07-30 01:45:00,80800000.0,159.0,0.0,0.0,0.0,0.0,248.0,295.0,0.0,64.93,65.11,64.49,0.0,0.0,0.0,0.573,0.316,2581162.5,68563751.2,,,,,0.0,0.0
2021-07-30 02:00:00,80800000.0,161.0,0.0,0.0,0.0,0.0,246.0,293.0,0.0,64.97,65.14,64.51,0.0,0.0,0.0,0.572,0.313,2581202.7,68563751.2,,,,,0.0,0.0
2021-07-30 02:15:00,80800000.0,161.0,0.0,0.0,0.0,0.0,259.0,305.0,0.0,64.85,65.03,64.4,0.0,0.0,0.0,0.573,0.318,2581242.9,68563751.2,,,,,0.0,0.0
2021-07-30 02:30:00,80800000.0,160.0,0.0,0.0,0.0,0.0,266.0,311.0,0.0,64.74,64.91,64.29,0.0,0.0,0.0,0.57,0.305,2581283.1,68563751.2,,,,,0.0,0.0
2021-07-30 02:45:00,80800000.0,161.0,0.0,0.0,0.0,0.0,252.0,299.0,0.0,64.81,64.98,64.35,0.0,0.0,0.0,0.594,0.313,2581323.2,68563751.2,,,,,0.0,0.0
2021-07-30 03:00:00,80800000.0,160.0,0.0,0.0,0.0,0.0,248.0,295.0,0.0,64.98,65.15,64.53,0.0,0.0,0.0,0.601,0.312,2581363.3,68563751.2,,,,,0.0,0.0
2021-07-30 03:15:00,80800000.0,161.0,0.0,0.0,0.0,0.0,246.0,293.0,0.0,65.01,65.18,64.55,0.0,0.0,0.0,0.591,0.31,2581403.4,68563751.2,,,,,0.0,0.0
2021-07-30 03:30:00,80800000.0,162.0,0.0,0.0,0.0,0.0,246.0,295.0,0.0,65.03,65.2,64.58,0.0,0.0,0.0,0.588,0.32,2581443.9,68563751.2,,,,,0.0,0.0
2021-07-30 03:45:00,80800000.0,161.0,0.0,0.0,0.0,0.0,246.0,294.0,0.0,65.08,65.26,64.63,0.0,0.0,0.0,0.592,0.32,2581484.2,68563751.2,,,,,0.0,0.0
2021-07-30 04:00:00,80800000.0,161.0,0.0,0.0,0.0,0.0,246.0,295.0,0.0,65.03,65.21,64.58,0.0,0.0,0.0,0.586,0.318,2581524.6,68563751.2,,,,,0.0,0.0
2021-07-30 04:15:00,80800000.0,161.0,0.0,0.0,0.0,0.0,262.0,307.0,0.0,64.91,65.08,64.45,0.0,0.0,0.0,0.594,0.309,2581564.8,68563751.2,,,,,0.0,0.0
2021-07-30 04:30:00,80800000.0,161.0,0.0,0.0,0.0,0.0,263.0,309.0,0.0,64.92,65.09,64.47,0.0,0.0,0.0,0.596,0.315,2581605.1,68563751.2,,,,,0.0,0.0
2021-07-30 04:45:00,80800000.0,161.0,0.0,0.0,0.0,0.0,267.0,311.0,0.0,64.83,65.01,64.38,0.0,0.0,0.0,0.579,0.303,2581645.3,68563751.2,,,,,0.0,0.0
2021-07-30 05:00:00,80800000.0,161.0,0.0,0.0,0.0,0.0,269.0,313.0,0.0,64.78,64.95,64.32,0.0,0.0,0.0,0.577,0.305,2581685.5,68563751.2,,,,,0.0,0.0
2021-07-30 05:15:00,80800000.0,160.0,0.0,0.0,0.0,0.0,268.0,313.0,0.0,64.8,64.98,64.35,0.0,0.0,0.0,0.601,0.317,2581725.6,68563751.2,,,,,0.0,0.0
2021-07-30 05:30:00,80800000.0,161.0,0.0,0.0,0.0,0.0,243.0,291.0,0.0,65.12,65.3,64.67,0.0,0.0,0.0,0.582,0.33,2581765.7,68563751.2,,,,,0.0,0.0
2021-07-30 05:45:00,80800000.0,160.0,0.0,0.0,0.0,0.0,240.0,289.0,0.0,65.2,65.37,64.74,0.0,0.0,0.0,0.572,0.318,2581805.8,68563751.2,,,,,0.0,0.0
2021-07-30 06:00:00,80800000.0,159.0,0.0,0.0,0.0,0.0,242.0,290.0,0.0,65.09,65.26,64.64,0.0,0.0,0.0,0.57,0.313,2581845.7,68563751.2,,,,,0.0,0.0
2021-07-30 06:15:00,80800000.0,159.0,0.0,0.0,0.0,0.0,254.0,300.0,0.0,64.91,65.09,64.46,0.0,0.0,0.0,0.57,0.303,2581885.4,68563751.2,,,,,0.0,0.0
2021-07-30 06:30:00,80800000.0,159.0,0.0,0.0,0.0,0.0,263.0,307.0,0.0,64.95,65.13,64.51,0.0,0.0,0.0,0.561,0.311,2581925.1,68563751.2,,,,,0.0,0.0
2021-07-30 06:45:00,80800000.0,158.0,0.0,0.0,0.0,0.0,246.0,293.0,0.0,65.21,65.41,64.79,0.0,0.0,0.0,0.613,0.335,2581964.6,68563751.2,,,,,0.0,0.0
2021-07-30 07:00:00,80800000.0,163.0,0.0,0.0,0.0,0.0,232.0,283.0,0.0,65.38,65.57,64.95,0.0,0.0,0.0,0.632,0.323,2582005.2,68563751.2,,,,,0.0,0.0
2021-07-30 07:15:00,80800000.0,89.0,86.0,37.0,147.0,0.0,63.0,141.0,179.0,66.13,66.25,65.68,0.01,0.01,0.01,0.679,1.266,2582027.6,68563772.9,,,,,37.99945,715.8443397620987
2021-07-30 07:30:00,80800000.0,0.0,1676.0,0.0,358.0,0.0,0.0,0.0,1718.0,66.84,66.94,66.4,0.02,0.02,0.04,0.72,1.219,2582027.6,68564191.9,,,,,100.5763,1986.8144452462716
2021-07-30 07:45:00,80800000.0,0.0,3399.0,0.0,368.0,0.0,0.0,0.0,3418.0,66.8,66.91,66.37,0.04,0.03,0.06,0.729,1.229,2582027.6,68565041.5,,,,,167.13011,3298.7464455051545
